datetime,vehicle_count,road_occupancy,congestion_level
2020-01-13 15:00:00,2845,79.4510153058844,Low
2020-01-13 16:00:00,2208,44.48106801349781,High
2020-01-13 17:00:00,4556,67.431668704252,Medium
2020-01-13 18:00:00,1399,38.18643678724085,Medium
2020-01-13 19:00:00,3092,57.338192112545286,Low
2020-01-13 20:00:00,761,60.72524518769545,Low
2020-01-13 21:00:00,749,66.55660586299553,Low
2020-01-13 22:00:00,3318,38.07551797493053,Low
2020-01-13 23:00:00,2639,55.07098239075579,Low
2020-01-14 00:00:00,2608,53.181502579160075,Low
2020-01-14 01:00:00,2869,58.049332286177574,High
2020-01-14 02:00:00,1742,48.62438136607591,Low
2020-01-14 03:00:00,2596,22.407819675046873,Low
2020-01-14 04:00:00,1356,76.86817186958257,Low
2020-01-14 05:00:00,4783,59.945156040427854,High
2020-01-14 06:00:00,4373,60.578325826694524,Low
2020-01-14 07:00:00,3013,63.55394037358293,Low
2020-01-14 08:00:00,4696,32.35143987446695,Low
2020-01-14 09:00:00,3788,45.808734846967226,Low
2020-01-14 10:00:00,1835,32.3369800351479,Medium
2020-01-14 11:00:00,3902,70.44000097461821,Medium
2020-01-14 12:00:00,2803,62.12260126525932,High
2020-01-14 13:00:00,4696,39.054374520566796,Medium
2020-01-14 14:00:00,1349,46.70042767713162,Low
2020-01-14 15:00:00,3324,61.45849246312219,Low
2020-01-14 16:00:00,3413,42.53915829193809,Low
2020-01-14 17:00:00,3817,40.866501702560676,Medium
2020-01-14 18:00:00,3651,51.80010127706984,Medium
2020-01-14 19:00:00,3165,36.89301884258937,Low
2020-01-14 20:00:00,4420,82.61833072516555,Medium
2020-01-14 21:00:00,2677,29.742380883808554,Low
2020-01-14 22:00:00,3419,44.395608959719226,Low
2020-01-14 23:00:00,3128,54.3168215213376,Low
2020-01-15 00:00:00,4216,64.16071868260798,Low
2020-01-15 01:00:00,1382,77.72433034619894,High
2020-01-15 02:00:00,1769,49.08573025332831,Medium
2020-01-15 03:00:00,4617,57.42478703974603,Low
2020-01-15 04:00:00,1890,38.410035362762336,Low
2020-01-15 05:00:00,3895,69.93515021100444,Low
2020-01-15 06:00:00,3655,66.02320520681636,Low
2020-01-15 07:00:00,2762,31.52115248212166,Low
2020-01-15 08:00:00,2000,35.58906132172942,Low
2020-01-15 09:00:00,2036,63.71325738636584,Low
2020-01-15 10:00:00,1366,28.561533879212114,Medium
2020-01-15 11:00:00,4356,41.036589308947654,Low
2020-01-15 12:00:00,4759,31.379672863261117,Low
2020-01-15 13:00:00,1865,35.1409332447165,Low
2020-01-15 14:00:00,1449,54.0204390145873,Medium
2020-01-15 15:00:00,2490,14.392242286492504,Low
2020-01-15 16:00:00,3416,28.239040130500673,Medium
2020-01-15 17:00:00,1201,50.74287077460046,Low
2020-01-15 18:00:00,2700,58.31620087730616,Low
2020-01-15 19:00:00,1791,57.22406446594304,Medium
2020-01-15 20:00:00,3511,46.58324579018648,Low
2020-01-15 21:00:00,1667,63.262859194722424,Medium
2020-01-15 22:00:00,3293,19.909076946481036,Low
2020-01-15 23:00:00,2965,45.29644506858155,Low
2020-01-16 00:00:00,897,23.910646801626626,High
2020-01-16 01:00:00,1250,48.19156208330064,Medium
2020-01-16 02:00:00,503,33.916631215853485,Medium
2020-01-16 03:00:00,1891,63.52015045636295,Low
2020-01-16 04:00:00,4849,42.99273971944878,High
2020-01-16 05:00:00,1126,43.829918553947536,Low
2020-01-16 06:00:00,2285,46.690385662376414,Medium
2020-01-16 07:00:00,4572,73.53645279933794,Medium
2020-01-16 08:00:00,2213,75.67341601879276,Medium
2020-01-16 09:00:00,596,39.91046379430496,High
2020-01-16 10:00:00,4849,66.22852801515435,High
2020-01-16 11:00:00,2242,55.062612726072196,Low
2020-01-16 12:00:00,2202,54.241714944609996,Medium
2020-01-16 13:00:00,1649,31.510606380236645,Medium
2020-01-16 14:00:00,2587,35.41524232580617,Low
2020-01-16 15:00:00,1246,58.54384832736896,Medium
2020-01-16 16:00:00,4637,41.01161006503185,Low
2020-01-16 17:00:00,3642,52.29162471170477,Low
2020-01-16 18:00:00,631,54.47197835348128,Low
2020-01-16 19:00:00,4525,43.980901846371175,Low
2020-01-16 20:00:00,571,34.19561471394782,Medium
2020-01-16 21:00:00,1701,59.07749662890233,Low
2020-01-16 22:00:00,1222,21.43594865859349,Low
2020-01-16 23:00:00,4461,60.88862717999045,Low
2020-01-17 00:00:00,4814,52.83592814373003,Low
2020-01-17 01:00:00,2700,37.527150568440746,High
2020-01-17 02:00:00,3338,25.44663693809629,Low
2020-01-17 03:00:00,3413,77.74221896682255,Low
2020-01-17 04:00:00,539,64.36251152535515,Medium
2020-01-17 05:00:00,2602,38.170492277881905,Medium
2020-01-17 06:00:00,3062,58.988743960064944,Low
2020-01-17 07:00:00,4334,37.0658479398267,Low
2020-01-17 08:00:00,4478,47.91108319925786,Low
2020-01-17 09:00:00,1160,49.00512063009473,Low
2020-01-17 10:00:00,4979,28.076953625864263,Low
2020-01-17 11:00:00,4027,45.53235817463663,Low
2020-01-17 12:00:00,2341,41.69513598501631,Medium
2020-01-17 13:00:00,1344,71.76722418044619,Low
2020-01-17 14:00:00,3627,68.27635915817177,Low
2020-01-17 15:00:00,3446,70.81543521165295,Medium
2020-01-17 16:00:00,1040,64.94291120078167,High
2020-01-17 17:00:00,3882,28.257328040762918,Medium
2020-01-17 18:00:00,551,29.42949680744129,Low
2020-01-17 19:00:00,4692,48.12505192317772,Low
2020-01-17 20:00:00,3915,54.48759220167175,Low
2020-01-17 21:00:00,3209,39.109898107923364,Low
2020-01-17 22:00:00,4484,63.84778976538685,Low
2020-01-17 23:00:00,885,66.39593862277661,Low
2020-01-18 00:00:00,1491,86.9745326056878,Low
2020-01-18 01:00:00,1090,59.26566883842999,Low
2020-01-18 02:00:00,2975,57.10802385564555,Medium
2020-01-18 03:00:00,718,38.89464815996719,Low
2020-01-18 04:00:00,2022,52.51634980772198,Low
2020-01-18 05:00:00,4953,47.24045903815594,High
2020-01-18 06:00:00,2956,56.812418478032754,Low
2020-01-18 07:00:00,3427,60.275847919127585,Medium
2020-01-18 08:00:00,2074,62.67661023155781,Low
2020-01-18 09:00:00,606,40.43703492235525,Low
2020-01-18 10:00:00,1315,76.29499495999139,Low
2020-01-18 11:00:00,4845,76.96507045346682,Medium
2020-01-18 12:00:00,2834,40.80539710889194,Low
2020-01-18 13:00:00,1210,40.02151472542274,Medium
2020-01-18 14:00:00,4722,46.8688515515248,Medium
2020-01-18 15:00:00,1748,44.74909690249493,Low
2020-01-18 16:00:00,3396,66.48826229179785,Low
2020-01-18 17:00:00,2183,36.40327193586724,Low
2020-01-18 18:00:00,3985,33.05985749337609,Low
2020-01-18 19:00:00,2662,62.338439966175706,Medium
2020-01-18 20:00:00,3569,62.20175518550459,Low
2020-01-18 21:00:00,663,39.07059347669967,Low
2020-01-18 22:00:00,1779,41.9377813752684,Medium
2020-01-18 23:00:00,1672,36.45586754688394,Low
2020-01-19 00:00:00,2816,41.35371715159244,Medium
2020-01-19 01:00:00,2936,48.25830926418546,Medium
2020-01-19 02:00:00,1490,30.49664717839236,Low
2020-01-19 03:00:00,3475,57.14147567714351,Medium
2020-01-19 04:00:00,3958,26.238940071619883,Low
2020-01-19 05:00:00,3579,52.351177929776235,Low
2020-01-19 06:00:00,3020,38.08848393216461,Low
2020-01-19 07:00:00,4658,67.95724988076307,Low
2020-01-19 08:00:00,1735,48.92141399439269,Medium
2020-01-19 09:00:00,3146,44.568445408364454,Low
2020-01-19 10:00:00,1032,41.11257835785532,Low
2020-01-19 11:00:00,3802,41.29156965383649,High
2020-01-19 12:00:00,4485,44.70633997498656,Medium
2020-01-19 13:00:00,780,49.51163646422416,Low
2020-01-19 14:00:00,1827,40.18549745647252,Medium
2020-01-19 15:00:00,1325,74.42468004443337,Low
2020-01-19 16:00:00,3366,57.282368949231376,Medium
2020-01-19 17:00:00,4718,78.52233567295875,Low
2020-01-19 18:00:00,2726,35.64011774516066,Medium
2020-01-19 19:00:00,1121,43.69004655525382,High
2020-01-19 20:00:00,3191,63.984319346486956,Medium
2020-01-19 21:00:00,1039,33.11074943150312,Low
2020-01-19 22:00:00,3321,69.61233785508117,Medium
2020-01-19 23:00:00,3153,36.00776527572848,Medium
2020-01-20 00:00:00,3322,49.44518149048436,Medium
2020-01-20 01:00:00,1366,29.71726038722362,Low
2020-01-20 02:00:00,1525,42.475322753316526,Low
2020-01-20 03:00:00,553,28.464288231324424,Low
2020-01-20 04:00:00,4130,38.7391150279867,Low
2020-01-20 05:00:00,4554,65.04167797665198,Low
2020-01-20 06:00:00,2471,49.33390253185807,Low
2020-01-20 07:00:00,1331,44.50258151360133,Low
2020-01-20 08:00:00,4586,40.495133451920196,Medium
2020-01-20 09:00:00,2790,37.131955878452416,Low
2020-01-20 10:00:00,1969,51.026690940330994,Low
2020-01-20 11:00:00,2968,42.581274526694074,Low
2020-01-20 12:00:00,2251,81.79279076242001,Medium
2020-01-20 13:00:00,1427,32.539528836573695,Low
2020-01-20 14:00:00,3342,36.521639876012884,Low
2020-01-20 15:00:00,1906,41.75758020765589,Low
2020-01-20 16:00:00,2026,75.72168141119155,Low
2020-01-20 17:00:00,4166,55.05672214342113,High
2020-01-20 18:00:00,3957,40.599101971597925,Medium
2020-01-20 19:00:00,4692,63.09956998534552,Low
2020-01-20 20:00:00,634,60.41185782030709,Medium
2020-01-20 21:00:00,3565,36.05909150207648,Medium
2020-01-20 22:00:00,3410,51.772661292543724,Medium
2020-01-20 23:00:00,3245,42.45122427158587,Low
2020-01-21 00:00:00,1243,44.576776428699226,Medium
2020-01-21 01:00:00,1374,53.70163614911955,Low
2020-01-21 02:00:00,1553,42.81717403985948,Low
2020-01-21 03:00:00,615,43.16275145072318,High
2020-01-21 04:00:00,880,63.78774028806395,Low
2020-01-21 05:00:00,2132,72.67842278073832,Low
2020-01-21 06:00:00,4451,54.10644179941515,Low
2020-01-21 07:00:00,1484,30.938277259995004,Medium
2020-01-21 08:00:00,2380,40.07746288891696,Low
2020-01-21 09:00:00,2849,58.31791712974963,Low
2020-01-21 10:00:00,4942,21.9949032724766,High
2020-01-21 11:00:00,1862,55.34728777415292,Low
2020-01-21 12:00:00,4999,22.087248299076826,Medium
2020-01-21 13:00:00,2546,32.42810193374234,Low
2020-01-21 14:00:00,3857,28.377530070850643,Medium
2020-01-21 15:00:00,3882,45.215921915958866,Low
2020-01-21 16:00:00,1400,53.62245077622366,Low
2020-01-21 17:00:00,3269,51.25745599683766,Low
2020-01-21 18:00:00,2123,62.32237470744303,Low
2020-01-21 19:00:00,3528,50.63723708986068,Low
2020-01-21 20:00:00,4371,65.19499201563644,Medium
2020-01-21 21:00:00,1607,47.81865800123498,Medium
2020-01-21 22:00:00,2146,13.55403060754466,Medium
2020-01-21 23:00:00,4909,49.51696102217165,Medium
2020-01-22 00:00:00,1778,50.4965828437688,Medium
2020-01-22 01:00:00,2133,53.42192802968737,Low
2020-01-22 02:00:00,866,40.55330478667868,Low
2020-01-22 03:00:00,3302,45.1016631439111,Low
2020-01-22 04:00:00,728,42.27533441108058,Low
2020-01-22 05:00:00,3162,31.55248784872392,Low
2020-01-22 06:00:00,2808,64.90222020631234,Low
2020-01-22 07:00:00,3478,40.63772351892068,Medium
2020-01-22 08:00:00,3510,51.97935743872318,Low
2020-01-22 09:00:00,3128,63.014359545006386,Low
2020-01-22 10:00:00,1006,69.84706967930993,High
